Tripid,City,Stationid,Truckid,Wastecollected,TruckType,Date
97923,Rio de Janeiro,86,255,37.85,Volvo,2019-11-08
97924,Rio de Janeiro,31,277,37.25,Volvo,2019-11-08
97925,Rio de Janeiro,57,270,36.75,Scania,2019-11-08
97926,Rio de Janeiro,31,280,43.02,Scania,2019-11-08
97927,Rio de Janeiro,86,252,37.25,Scania,2019-11-08
97928,Rio de Janeiro,44,298,41.97,Scania,2019-11-08
97929,Rio de Janeiro,84,266,31.1,Scania,2019-11-08
97930,Rio de Janeiro,84,262,32.2,Scania,2019-11-08
97931,Rio de Janeiro,44,301,39.89,Volvo,2019-11-08
97932,Rio de Janeiro,44,299,37.12,Volvo,2019-11-08
97933,Rio de Janeiro,86,255,40.29,Volvo,2019-11-08
97934,Rio de Janeiro,32,288,43.22,Scania,2019-11-08
97935,Rio de Janeiro,44,299,33.72,Volvo,2019-11-08
97936,Rio de Janeiro,84,265,39.79,Volvo,2019-11-08
97937,Rio de Janeiro,86,251,30.36,Volvo,2019-11-08
97938,Rio de Janeiro,84,262,37.81,Scania,2019-11-08
97939,Rio de Janeiro,31,280,34.36,Scania,2019-11-08
97940,Rio de Janeiro,57,270,32.68,Scania,2019-11-08
97941,Rio de Janeiro,57,275,44.42,Volvo,2019-11-08
97942,Rio de Janeiro,44,301,39.47,Volvo,2019-11-08
97943,Rio de Janeiro,86,255,43.51,Volvo,2019-11-08
97944,Rio de Janeiro,44,298,38.28,Scania,2019-11-08
97945,Rio de Janeiro,86,257,37.34,Volvo,2019-11-08
97946,Rio de Janeiro,84,266,44.96,Scania,2019-11-08
97947,Rio de Janeiro,32,291,38.27,Volvo,2019-11-08
97948,Rio de Janeiro,31,280,44.58,Scania,2019-11-08
97949,Rio de Janeiro,44,297,30.39,Volvo,2019-11-08
97950,Rio de Janeiro,86,257,38.42,Volvo,2019-11-08
97951,Rio de Janeiro,32,290,42.15,Scania,2019-11-08
97952,Rio de Janeiro,32,288,34.27,Scania,2019-11-08
97953,Rio de Janeiro,31,276,31.97,Scania,2019-11-08
97954,Rio de Janeiro,32,288,33.39,Scania,2019-11-08
97955,Brasilia,77,152,40.64,Scania,2019-11-09
97956,Brasilia,77,157,30.15,Volvo,2019-11-09
97957,Brasilia,43,144,39.52,Scania,2019-11-09
97958,Brasilia,97,120,41.62,Scania,2019-11-09
97959,Brasilia,40,134,35.49,Scania,2019-11-09
97960,Brasilia,46,169,34.75,Volvo,2019-11-09
97961,Brasilia,46,161,39.51,Volvo,2019-11-09
97962,Brasilia,97,120,37.92,Scania,2019-11-09
97963,Brasilia,43,148,40.85,Scania,2019-11-09
97964,Brasilia,71,133,32.29,Volvo,2019-11-09
97965,Brasilia,46,162,39.82,Scania,2019-11-09
97966,Brasilia,46,168,32.83,Scania,2019-11-09
97967,Brasilia,46,168,38.88,Scania,2019-11-09
97968,Brasilia,97,115,44.42,Volvo,2019-11-09
97969,Brasilia,43,143,39.27,Volvo,2019-11-09
97970,Brasilia,97,121,30.7,Volvo,2019-11-09
97971,Brasilia,46,168,42.59,Scania,2019-11-09
97972,Brasilia,46,161,42.09,Volvo,2019-11-09
97973,Brasilia,46,162,31.15,Scania,2019-11-09
97974,Brasilia,46,169,40,Volvo,2019-11-09
97975,Brasilia,71,126,34.79,Scania,2019-11-09
97976,Brasilia,46,168,32.17,Scania,2019-11-09
97977,Brasilia,97,115,36.17,Volvo,2019-11-09
97978,Brasilia,97,121,36.27,Volvo,2019-11-09
97979,Brasilia,43,143,40.59,Volvo,2019-11-09
97980,Brasilia,46,168,37.69,Scania,2019-11-09
97981,Brasilia,77,160,31.99,Scania,2019-11-09
97982,Brasilia,46,168,37.09,Scania,2019-11-09
97983,Brasilia,97,115,32.61,Volvo,2019-11-09
97984,Brasilia,40,134,31.29,Scania,2019-11-09
97985,Brasilia,97,122,44.29,Scania,2019-11-09
97986,Brasilia,97,120,34.51,Scania,2019-11-09
97987,Brasilia,97,122,40.98,Scania,2019-11-09
97988,Brasilia,71,130,42.5,Scania,2019-11-09
97989,Brasilia,71,126,38.6,Scania,2019-11-09
97990,Brasilia,77,157,37.99,Volvo,2019-11-09
97991,Brasilia,46,168,33.82,Scania,2019-11-09
97992,Brasilia,71,130,43.68,Scania,2019-11-09
97993,Brasilia,43,148,31.72,Scania,2019-11-09
97994,Brasilia,77,157,43.72,Volvo,2019-11-09
97995,Brasilia,77,150,44.32,Scania,2019-11-09
97996,Brasilia,43,144,36.04,Scania,2019-11-09
97997,Brasilia,46,169,32.79,Volvo,2019-11-09
97998,Brasilia,97,122,34.53,Scania,2019-11-09
97999,Brasilia,97,120,37.21,Scania,2019-11-09
98000,Brasilia,97,122,40.98,Scania,2019-11-09
98001,Brasilia,77,150,33.25,Scania,2019-11-09
98002,Brasilia,77,160,40.37,Scania,2019-11-09
98003,Brasilia,46,162,40.45,Scania,2019-11-09
98004,Brasilia,97,121,36.64,Volvo,2019-11-09
98005,Brasilia,97,120,42.82,Scania,2019-11-09
98006,Brasilia,71,130,43.88,Scania,2019-11-09
98007,Brasilia,97,122,38.18,Scania,2019-11-09
98008,Brasilia,40,134,39.14,Scania,2019-11-09
98009,Brasilia,43,145,32.92,Volvo,2019-11-09
98010,Brasilia,97,121,37.73,Volvo,2019-11-09
98011,Brasilia,77,150,42.4,Scania,2019-11-09
98012,Brasilia,77,150,32.41,Scania,2019-11-09
98013,Brasilia,40,137,35.14,Volvo,2019-11-09
98014,Brasilia,97,122,44.4,Scania,2019-11-09
98015,Brasilia,71,130,41.77,Scania,2019-11-09
98016,Brasilia,43,143,40.91,Volvo,2019-11-09
98017,Brasilia,46,161,34.8,Volvo,2019-11-09
98018,Brasilia,40,135,41.32,Volvo,2019-11-09
98019,Brasilia,77,150,30.7,Scania,2019-11-09
98020,Brasilia,46,168,30.94,Scania,2019-11-09
98021,Brasilia,40,136,38.72,Scania,2019-11-09
98022,Brasilia,97,122,42.11,Scania,2019-11-09
98023,Brasilia,71,126,36.51,Scania,2019-11-09
98024,Brasilia,77,152,33.03,Scania,2019-11-09
98025,Brasilia,43,144,33.57,Scania,2019-11-09
98026,Brasilia,46,169,38.17,Volvo,2019-11-09
98027,Brasilia,40,135,39.41,Volvo,2019-11-09
98028,Brasilia,43,145,41.53,Volvo,2019-11-09
98029,Brasilia,40,137,37.7,Volvo,2019-11-09
98030,Brasilia,46,168,34.47,Scania,2019-11-09
98031,Salvador,82,211,33.3,Volvo,2019-11-09
98032,Salvador,48,188,39.96,Scania,2019-11-09
98033,Salvador,82,213,33.79,Volvo,2019-11-09
98034,Salvador,81,198,43.72,Scania,2019-11-09
98035,Salvador,82,211,31.74,Volvo,2019-11-09
98036,Salvador,82,211,33.38,Volvo,2019-11-09
98037,Salvador,47,179,38.61,Volvo,2019-11-09
98038,Salvador,47,178,37.4,Scania,2019-11-09
98039,Salvador,48,182,33.44,Scania,2019-11-09
98040,Salvador,81,192,31.59,Scania,2019-11-09
98041,Salvador,48,189,30.25,Volvo,2019-11-09
98042,Salvador,47,178,42.84,Scania,2019-11-09
98043,Salvador,81,198,44.09,Scania,2019-11-09
98044,Salvador,81,192,43.98,Scania,2019-11-09
98045,Salvador,48,184,43.17,Scania,2019-11-09
98046,Salvador,82,211,33.92,Volvo,2019-11-09
98047,Salvador,48,188,37.95,Scania,2019-11-09
98048,Salvador,81,191,36.59,Volvo,2019-11-09
98049,Salvador,48,184,33.05,Scania,2019-11-09
98050,Salvador,82,211,40.5,Volvo,2019-11-09
98051,Salvador,48,182,36.2,Scania,2019-11-09
98052,Salvador,48,184,44.14,Scania,2019-11-09
98053,Salvador,47,179,42.39,Volvo,2019-11-09
98054,Salvador,82,211,41.82,Volvo,2019-11-09
98055,Salvador,48,188,37.45,Scania,2019-11-09
98056,Salvador,47,170,35.01,Scania,2019-11-09
98057,Salvador,81,198,37.18,Scania,2019-11-09
98058,Salvador,81,192,31.96,Scania,2019-11-09
98059,Salvador,48,188,33.08,Scania,2019-11-09
98060,Salvador,47,170,33.2,Scania,2019-11-09
98061,Salvador,81,191,44.77,Volvo,2019-11-09
98062,Salvador,81,194,39.85,Scania,2019-11-09
98063,Salvador,82,211,35.54,Volvo,2019-11-09
98064,Salvador,81,192,32.01,Scania,2019-11-09
98065,Salvador,48,182,43.72,Scania,2019-11-09
98066,Salvador,81,198,30.26,Scania,2019-11-09
98067,Salvador,48,184,44.71,Scania,2019-11-09
98068,Salvador,82,211,38.58,Volvo,2019-11-09
98069,Salvador,82,211,38.26,Volvo,2019-11-09
98070,Salvador,48,184,31.87,Scania,2019-11-09
98071,Salvador,81,198,37.01,Scania,2019-11-09
98072,Salvador,82,211,31.27,Volvo,2019-11-09
98073,Salvador,48,184,35.45,Scania,2019-11-09
98074,Salvador,47,179,37.85,Volvo,2019-11-09
98075,Salvador,81,191,38.26,Volvo,2019-11-09
98076,Salvador,47,170,39.82,Scania,2019-11-09
98077,Salvador,47,170,30.09,Scania,2019-11-09
98078,Salvador,47,170,40.57,Scania,2019-11-09
98079,Salvador,47,178,38.12,Scania,2019-11-09
98080,Salvador,48,188,38.03,Scania,2019-11-09
98081,Salvador,47,170,39.58,Scania,2019-11-09
98082,Salvador,48,189,43.79,Volvo,2019-11-09
98083,Salvador,82,211,37.41,Volvo,2019-11-09
98084,Salvador,48,188,40.13,Scania,2019-11-09
98085,Salvador,82,213,38.75,Volvo,2019-11-09
98086,Salvador,48,182,44.26,Scania,2019-11-09
98087,Salvador,48,184,38.65,Scania,2019-11-09
98088,Salvador,48,184,43.16,Scania,2019-11-09
98089,Salvador,48,184,39.1,Scania,2019-11-09
98090,Salvador,48,184,36.02,Scania,2019-11-09
98091,Salvador,48,182,36.17,Scania,2019-11-09
98092,Salvador,47,178,30.6,Scania,2019-11-09
98093,Salvador,81,191,36.89,Volvo,2019-11-09
98094,Salvador,82,211,44.99,Volvo,2019-11-09
98095,Salvador,47,179,41.41,Volvo,2019-11-09
98096,Salvador,82,211,32.71,Volvo,2019-11-09
98097,Salvador,81,198,40.62,Scania,2019-11-09
98098,Salvador,48,189,31.63,Volvo,2019-11-09
98099,Salvador,82,211,44.98,Volvo,2019-11-09
98100,Salvador,47,170,33.52,Scania,2019-11-09
98101,Salvador,82,211,39.46,Volvo,2019-11-09
98102,Salvador,82,213,30.15,Volvo,2019-11-09
98103,Salvador,81,192,32.56,Scania,2019-11-09
98104,Salvador,48,189,35.99,Volvo,2019-11-09
98105,Salvador,82,211,41.94,Volvo,2019-11-09
98106,Salvador,82,213,41.81,Volvo,2019-11-09
98107,Sao Paulo,21,240,40.35,Scania,2019-11-09
98108,Sao Paulo,83,229,40,Volvo,2019-11-09
98109,Sao Paulo,19,238,38.18,Scania,2019-11-09
98110,Sao Paulo,21,245,36.68,Volvo,2019-11-09
98111,Sao Paulo,83,229,44.67,Volvo,2019-11-09
98112,Sao Paulo,21,245,34.39,Volvo,2019-11-09
98113,Sao Paulo,83,217,38.75,Volvo,2019-11-09
98114,Sao Paulo,19,238,37.91,Scania,2019-11-09
98115,Sao Paulo,21,246,38.9,Scania,2019-11-09
98116,Sao Paulo,21,245,43.68,Volvo,2019-11-09
98117,Sao Paulo,83,217,33.35,Volvo,2019-11-09
98118,Sao Paulo,21,244,44.6,Scania,2019-11-09
98119,Sao Paulo,21,246,34.03,Scania,2019-11-09
98120,Sao Paulo,21,244,32.97,Scania,2019-11-09
98121,Sao Paulo,19,233,43.5,Volvo,2019-11-09
98122,Sao Paulo,19,230,43.8,Scania,2019-11-09
98123,Sao Paulo,19,238,32.32,Scania,2019-11-09
98124,Sao Paulo,21,240,40.8,Scania,2019-11-09
98125,Sao Paulo,19,233,38.58,Volvo,2019-11-09
98126,Sao Paulo,21,246,34.02,Scania,2019-11-09
98127,Sao Paulo,83,229,41.61,Volvo,2019-11-09
98128,Sao Paulo,21,246,32.72,Scania,2019-11-09
98129,Sao Paulo,19,232,38.67,Scania,2019-11-09
98130,Sao Paulo,21,245,32.13,Volvo,2019-11-09
98131,Sao Paulo,83,217,35.73,Volvo,2019-11-09
98132,Sao Paulo,19,232,43.62,Scania,2019-11-09
98133,Sao Paulo,83,217,36.88,Volvo,2019-11-09
98134,Sao Paulo,19,238,32.82,Scania,2019-11-09
98135,Sao Paulo,19,238,38.8,Scania,2019-11-09
98136,Sao Paulo,19,230,34.84,Scania,2019-11-09
98137,Sao Paulo,19,232,34.71,Scania,2019-11-09
98138,Sao Paulo,19,230,31.62,Scania,2019-11-09
98139,Sao Paulo,83,217,41.54,Volvo,2019-11-09
98140,Sao Paulo,21,240,39.16,Scania,2019-11-09
98141,Sao Paulo,19,232,44.74,Scania,2019-11-09
98142,Sao Paulo,83,229,34.22,Volvo,2019-11-09
98143,Sao Paulo,21,245,38.44,Volvo,2019-11-09
98144,Sao Paulo,21,244,37.22,Scania,2019-11-09
98145,Sao Paulo,83,229,40.31,Volvo,2019-11-09
98146,Sao Paulo,21,246,41.25,Scania,2019-11-09
98147,Sao Paulo,19,230,39,Scania,2019-11-09
98148,Sao Paulo,19,232,32.15,Scania,2019-11-09
98149,Sao Paulo,19,232,35.13,Scania,2019-11-09
98150,Sao Paulo,83,229,35.85,Volvo,2019-11-09
98151,Sao Paulo,21,245,43.3,Volvo,2019-11-09
98152,Sao Paulo,19,238,32.22,Scania,2019-11-09
98153,Sao Paulo,21,246,35.02,Scania,2019-11-09
98154,Sao Paulo,83,229,34.58,Volvo,2019-11-09
98155,Sao Paulo,19,233,32.26,Volvo,2019-11-09
98156,Sao Paulo,21,246,39.87,Scania,2019-11-09
98157,Sao Paulo,83,229,30.56,Volvo,2019-11-09
98158,Sao Paulo,19,238,39.5,Scania,2019-11-09
98159,Sao Paulo,21,240,32.74,Scania,2019-11-09
98160,Sao Paulo,19,233,35.17,Volvo,2019-11-09
98161,Sao Paulo,21,245,30.83,Volvo,2019-11-09
98162,Sao Paulo,83,229,44.12,Volvo,2019-11-09
98163,Sao Paulo,21,246,32.51,Scania,2019-11-09
98164,Sao Paulo,83,229,34.22,Volvo,2019-11-09
98165,Sao Paulo,19,238,33.35,Scania,2019-11-09
98166,Sao Paulo,19,232,32.4,Scania,2019-11-09
98167,Sao Paulo,21,246,42.11,Scania,2019-11-09
98168,Sao Paulo,21,245,32.91,Volvo,2019-11-09
98169,Sao Paulo,83,229,43.22,Volvo,2019-11-09
98170,Sao Paulo,21,245,32.66,Volvo,2019-11-09
98171,Sao Paulo,21,245,36.11,Volvo,2019-11-09
98172,Sao Paulo,21,246,43.57,Scania,2019-11-09
98173,Sao Paulo,19,233,40.91,Volvo,2019-11-09
98174,Sao Paulo,19,238,37.26,Scania,2019-11-09
98175,Sao Paulo,19,233,42.68,Volvo,2019-11-09
98176,Sao Paulo,83,217,44.73,Volvo,2019-11-09
98177,Sao Paulo,19,238,37.95,Scania,2019-11-09
98178,Sao Paulo,21,245,44.11,Volvo,2019-11-09
98179,Sao Paulo,21,246,37.11,Scania,2019-11-09
98180,Sao Paulo,21,246,44.66,Scania,2019-11-09
98181,Sao Paulo,83,217,38.76,Volvo,2019-11-09
98182,Sao Paulo,21,245,37.9,Volvo,2019-11-09
98183,Rio de Janeiro,32,290,40.49,Scania,2019-11-09
98184,Rio de Janeiro,32,288,34.24,Scania,2019-11-09
98185,Rio de Janeiro,57,275,42.92,Volvo,2019-11-09
98186,Rio de Janeiro,84,261,30.15,Volvo,2019-11-09
98187,Rio de Janeiro,57,272,38.84,Scania,2019-11-09
98188,Rio de Janeiro,84,265,41.45,Volvo,2019-11-09
98189,Rio de Janeiro,32,290,40.14,Scania,2019-11-09
98190,Rio de Janeiro,86,255,44.07,Volvo,2019-11-09
98191,Rio de Janeiro,32,291,43.08,Volvo,2019-11-09
98192,Rio de Janeiro,86,255,35.35,Volvo,2019-11-09
98193,Rio de Janeiro,57,274,33.54,Scania,2019-11-09
98194,Rio de Janeiro,57,275,38.25,Volvo,2019-11-09
98195,Rio de Janeiro,32,286,38.24,Scania,2019-11-09
98196,Rio de Janeiro,44,297,36.66,Volvo,2019-11-09
98197,Rio de Janeiro,32,290,37.95,Scania,2019-11-09
98198,Rio de Janeiro,44,298,36.72,Scania,2019-11-09
98199,Rio de Janeiro,86,255,31.98,Volvo,2019-11-09
98200,Rio de Janeiro,32,288,43.1,Scania,2019-11-09
98201,Rio de Janeiro,57,272,36.56,Scania,2019-11-09
98202,Rio de Janeiro,31,283,30.24,Volvo,2019-11-09
98203,Rio de Janeiro,86,255,43.53,Volvo,2019-11-09
98204,Rio de Janeiro,86,251,34.43,Volvo,2019-11-09
98205,Rio de Janeiro,31,277,37.16,Volvo,2019-11-09
98206,Rio de Janeiro,57,270,30.2,Scania,2019-11-09
98207,Rio de Janeiro,84,261,42.97,Volvo,2019-11-09
98208,Rio de Janeiro,31,280,44,Scania,2019-11-09
98209,Rio de Janeiro,32,286,30.49,Scania,2019-11-09
98210,Rio de Janeiro,57,275,40.93,Volvo,2019-11-09
98211,Rio de Janeiro,44,301,31.29,Volvo,2019-11-09
98212,Rio de Janeiro,31,277,33.66,Volvo,2019-11-09
98213,Rio de Janeiro,86,251,42.47,Volvo,2019-11-09
98214,Rio de Janeiro,84,265,43.21,Volvo,2019-11-09
98215,Rio de Janeiro,44,297,30.51,Volvo,2019-11-09
98216,Rio de Janeiro,57,274,40.26,Scania,2019-11-09
98217,Rio de Janeiro,32,291,31.11,Volvo,2019-11-09
98218,Rio de Janeiro,86,252,41.88,Scania,2019-11-09
98219,Rio de Janeiro,84,265,37.55,Volvo,2019-11-09
98220,Rio de Janeiro,57,270,38.95,Scania,2019-11-09
98221,Rio de Janeiro,57,274,32.27,Scania,2019-11-09
98222,Rio de Janeiro,31,277,37.97,Volvo,2019-11-09
98223,Rio de Janeiro,44,299,43.9,Volvo,2019-11-09
98224,Rio de Janeiro,57,272,34,Scania,2019-11-09
98225,Rio de Janeiro,57,275,35.3,Volvo,2019-11-09
98226,Rio de Janeiro,84,265,39.8,Volvo,2019-11-09
98227,Rio de Janeiro,57,272,31.72,Scania,2019-11-09
98228,Rio de Janeiro,86,252,43.56,Scania,2019-11-09
98229,Rio de Janeiro,44,301,39.53,Volvo,2019-11-09
98230,Rio de Janeiro,86,251,44.79,Volvo,2019-11-09
98231,Rio de Janeiro,86,255,32.19,Volvo,2019-11-09
98232,Rio de Janeiro,31,276,36.69,Scania,2019-11-09
98233,Rio de Janeiro,31,280,36.14,Scania,2019-11-09
98234,Rio de Janeiro,86,251,32.33,Volvo,2019-11-09
98235,Rio de Janeiro,32,291,30.84,Volvo,2019-11-09
98236,Rio de Janeiro,32,291,33.98,Volvo,2019-11-09
98237,Rio de Janeiro,31,277,31.49,Volvo,2019-11-09
98238,Rio de Janeiro,44,301,38.78,Volvo,2019-11-09
98239,Rio de Janeiro,31,277,40.01,Volvo,2019-11-09
98240,Rio de Janeiro,32,290,36.82,Scania,2019-11-09
98241,Rio de Janeiro,57,272,42.18,Scania,2019-11-09
98242,Rio de Janeiro,86,252,35.53,Scania,2019-11-09
98243,Rio de Janeiro,57,272,32.11,Scania,2019-11-09
98244,Rio de Janeiro,57,270,32.35,Scania,2019-11-09
98245,Rio de Janeiro,86,252,30.18,Scania,2019-11-09
98246,Rio de Janeiro,86,252,38.26,Scania,2019-11-09
98247,Rio de Janeiro,86,255,39.54,Volvo,2019-11-09
98248,Rio de Janeiro,57,275,35.51,Volvo,2019-11-09
98249,Rio de Janeiro,84,266,31.28,Scania,2019-11-09
98250,Rio de Janeiro,32,290,34.69,Scania,2019-11-09
98251,Rio de Janeiro,86,252,31.23,Scania,2019-11-09
98252,Rio de Janeiro,31,277,36.86,Volvo,2019-11-09
98253,Rio de Janeiro,32,286,36.55,Scania,2019-11-09
98254,Rio de Janeiro,86,257,37.78,Volvo,2019-11-09
98255,Rio de Janeiro,86,255,30.18,Volvo,2019-11-09
98256,Rio de Janeiro,44,299,31.9,Volvo,2019-11-09
98257,Rio de Janeiro,44,297,33.49,Volvo,2019-11-09
98258,Rio de Janeiro,86,252,36.13,Scania,2019-11-09
98259,Brasilia,71,130,35.21,Scania,2019-11-10
98260,Brasilia,46,162,40.02,Scania,2019-11-10
98261,Brasilia,77,150,43.9,Scania,2019-11-10
98262,Brasilia,40,136,43.6,Scania,2019-11-10
98263,Brasilia,77,160,31.78,Scania,2019-11-10
98264,Brasilia,71,125,39.07,Volvo,2019-11-10
98265,Brasilia,46,161,33.46,Volvo,2019-11-10
98266,Brasilia,97,122,38.37,Scania,2019-11-10
98267,Brasilia,77,152,39.24,Scania,2019-11-10
98268,Brasilia,46,168,30.54,Scania,2019-11-10
98269,Brasilia,43,143,38.72,Volvo,2019-11-10
98270,Brasilia,97,115,36.02,Volvo,2019-11-10
98271,Brasilia,46,162,33.62,Scania,2019-11-10
98272,Brasilia,46,169,33.11,Volvo,2019-11-10
98273,Brasilia,71,130,37.51,Scania,2019-11-10
98274,Brasilia,71,130,41.5,Scania,2019-11-10
98275,Brasilia,40,137,38.55,Volvo,2019-11-10
98276,Brasilia,43,145,42.61,Volvo,2019-11-10
98277,Brasilia,40,137,41.44,Volvo,2019-11-10
98278,Brasilia,46,162,35.44,Scania,2019-11-10
98279,Brasilia,40,136,37.67,Scania,2019-11-10
98280,Brasilia,46,168,34.18,Scania,2019-11-10
98281,Brasilia,77,152,36.76,Scania,2019-11-10
98282,Brasilia,77,152,40.92,Scania,2019-11-10
98283,Brasilia,77,160,33.71,Scania,2019-11-10
98284,Brasilia,43,143,33.9,Volvo,2019-11-10
98285,Brasilia,77,150,43.81,Scania,2019-11-10
98286,Brasilia,71,125,36.87,Volvo,2019-11-10
98287,Brasilia,46,168,31.28,Scania,2019-11-10
98288,Brasilia,97,115,42.62,Volvo,2019-11-10
98289,Brasilia,97,121,38.12,Volvo,2019-11-10
98290,Brasilia,46,162,39.98,Scania,2019-11-10
98291,Brasilia,46,168,37.91,Scania,2019-11-10
98292,Brasilia,77,150,42.35,Scania,2019-11-10
98293,Brasilia,71,130,37.16,Scania,2019-11-10
98294,Brasilia,46,162,30.93,Scania,2019-11-10
98295,Brasilia,46,169,30.83,Volvo,2019-11-10
98296,Brasilia,97,121,33.99,Volvo,2019-11-10
98297,Brasilia,43,145,39.18,Volvo,2019-11-10
98298,Brasilia,46,168,38.28,Scania,2019-11-10
98299,Brasilia,43,148,30.76,Scania,2019-11-10
98300,Brasilia,40,134,40.21,Scania,2019-11-10
98301,Brasilia,71,130,41.85,Scania,2019-11-10
98302,Brasilia,97,120,37.13,Scania,2019-11-10
98303,Brasilia,77,152,40.18,Scania,2019-11-10
98304,Brasilia,71,126,34.54,Scania,2019-11-10
98305,Brasilia,97,122,42.09,Scania,2019-11-10
98306,Brasilia,46,169,30.16,Volvo,2019-11-10
98307,Brasilia,77,160,34.83,Scania,2019-11-10
98308,Brasilia,71,130,31.25,Scania,2019-11-10
98309,Brasilia,97,120,38.75,Scania,2019-11-10
98310,Brasilia,77,157,41.5,Volvo,2019-11-10
98311,Brasilia,40,134,42.33,Scania,2019-11-10
98312,Brasilia,43,144,34.47,Scania,2019-11-10
98313,Brasilia,77,150,35.85,Scania,2019-11-10
98314,Brasilia,46,168,32.8,Scania,2019-11-10
98315,Brasilia,40,137,37.05,Volvo,2019-11-10
98316,Brasilia,71,126,41.91,Scania,2019-11-10
98317,Brasilia,43,144,32.5,Scania,2019-11-10
98318,Brasilia,71,133,34.17,Volvo,2019-11-10
98319,Brasilia,43,148,43.61,Scania,2019-11-10
98320,Brasilia,77,150,30.81,Scania,2019-11-10
98321,Brasilia,40,136,41.72,Scania,2019-11-10
98322,Brasilia,77,150,44.55,Scania,2019-11-10
98323,Brasilia,77,160,30.29,Scania,2019-11-10
98324,Brasilia,43,145,39.13,Volvo,2019-11-10
98325,Brasilia,97,122,30.74,Scania,2019-11-10
98326,Brasilia,77,160,44.69,Scania,2019-11-10
98327,Brasilia,46,161,38.31,Volvo,2019-11-10
98328,Brasilia,46,161,38.92,Volvo,2019-11-10
98329,Brasilia,77,157,44.41,Volvo,2019-11-10
98330,Brasilia,43,144,36.14,Scania,2019-11-10
98331,Brasilia,71,130,44.89,Scania,2019-11-10
98332,Brasilia,46,169,37.64,Volvo,2019-11-10
98333,Brasilia,77,157,44.57,Volvo,2019-11-10
98334,Brasilia,40,134,40.65,Scania,2019-11-10
98335,Salvador,47,179,42.63,Volvo,2019-11-10
98336,Salvador,81,194,33.64,Scania,2019-11-10
98337,Salvador,81,191,43.46,Volvo,2019-11-10
98338,Salvador,47,170,38.21,Scania,2019-11-10
98339,Salvador,81,198,33.03,Scania,2019-11-10
98340,Salvador,47,179,43.72,Volvo,2019-11-10
98341,Salvador,47,170,31.42,Scania,2019-11-10
98342,Salvador,47,170,42.57,Scania,2019-11-10
98343,Salvador,47,179,41.23,Volvo,2019-11-10
98344,Salvador,47,170,34.86,Scania,2019-11-10
98345,Salvador,82,213,32.96,Volvo,2019-11-10
98346,Salvador,81,194,35.11,Scania,2019-11-10
98347,Salvador,81,192,32.93,Scania,2019-11-10
98348,Salvador,47,179,42.32,Volvo,2019-11-10
98349,Salvador,82,211,44.23,Volvo,2019-11-10
98350,Salvador,47,170,30.11,Scania,2019-11-10
98351,Salvador,82,213,31.79,Volvo,2019-11-10
98352,Salvador,81,198,37.61,Scania,2019-11-10
98353,Salvador,82,211,37.21,Volvo,2019-11-10
98354,Salvador,82,213,30.03,Volvo,2019-11-10
98355,Salvador,47,170,36.11,Scania,2019-11-10
98356,Salvador,81,198,34.51,Scania,2019-11-10
98357,Salvador,82,213,35.85,Volvo,2019-11-10
98358,Salvador,82,211,36.74,Volvo,2019-11-10
98359,Salvador,47,179,33.25,Volvo,2019-11-10
98360,Salvador,47,170,36.95,Scania,2019-11-10
98361,Salvador,81,192,36.77,Scania,2019-11-10
98362,Salvador,81,191,43.93,Volvo,2019-11-10
98363,Salvador,47,170,36.09,Scania,2019-11-10
98364,Salvador,47,170,30.21,Scania,2019-11-10
98365,Salvador,81,198,30.6,Scania,2019-11-10
98366,Salvador,82,213,37.59,Volvo,2019-11-10
98367,Salvador,48,189,37.7,Volvo,2019-11-10
98368,Salvador,48,184,33.56,Scania,2019-11-10
98369,Salvador,47,179,43.2,Volvo,2019-11-10
98370,Salvador,48,188,32.03,Scania,2019-11-10
98371,Salvador,47,170,34.46,Scania,2019-11-10
98372,Salvador,82,211,30.66,Volvo,2019-11-10
98373,Salvador,48,182,39.86,Scania,2019-11-10
98374,Salvador,47,179,40.48,Volvo,2019-11-10
98375,Salvador,81,192,36.79,Scania,2019-11-10
98376,Salvador,81,192,32.34,Scania,2019-11-10
98377,Salvador,82,213,34.55,Volvo,2019-11-10
98378,Salvador,47,170,33.37,Scania,2019-11-10
98379,Salvador,81,191,35.64,Volvo,2019-11-10
98380,Salvador,47,170,33.71,Scania,2019-11-10
98381,Salvador,81,198,36.09,Scania,2019-11-10
98382,Salvador,82,213,33.61,Volvo,2019-11-10
98383,Salvador,81,194,44.47,Scania,2019-11-10
98384,Salvador,47,170,35.81,Scania,2019-11-10
98385,Salvador,81,192,36,Scania,2019-11-10
98386,Salvador,81,198,32.11,Scania,2019-11-10
98387,Salvador,81,194,40.42,Scania,2019-11-10
98388,Salvador,81,192,32.46,Scania,2019-11-10
98389,Salvador,48,188,41.35,Scania,2019-11-10
98390,Salvador,82,211,36.03,Volvo,2019-11-10
98391,Salvador,81,191,38.46,Volvo,2019-11-10
98392,Salvador,47,170,44.01,Scania,2019-11-10
98393,Salvador,81,191,32.41,Volvo,2019-11-10
98394,Salvador,81,194,34.03,Scania,2019-11-10
98395,Salvador,82,213,44.99,Volvo,2019-11-10
98396,Salvador,47,170,35.77,Scania,2019-11-10
98397,Salvador,47,178,44.81,Scania,2019-11-10
98398,Salvador,82,211,38.65,Volvo,2019-11-10
